;Biomass;Fossil Gas;Fossil Hard coal;Fossil Oil;Geothermal;Hydro Pumped Storage;Hydro Run-of-river and poundage;Hydro Water Reservoir;Marine;Nuclear;Other;Solar;Waste;Wind Offshore;Wind Onshore
2024-01-01 00:00:00+01:00;1403,0;13133,0;1812,0;3042,0;2,0;5065,0;11598,0;8787,0;243,0;61370,0;1032,0;17419,0;968,0;1483,0;22134,0
