Index;Load;Biomass;Fossil Gas;Fossil Hard coal;Fossil Oil;Hydro Pumped Storage Generation;Hydro Pumped Storage Consumption;Hydro Run-of-river and poundage;Hydro Water Reservoir;Nuclear;Solar;Waste;Wind Offshore;Wind Onshore
2024-01-01 00:00:00+01:00;52847;343;1810;15;162;;2033;4822;1481;40387;225;87;578;14399
2024-01-01 01:00:00+01:00;51600;343;1840;16;191;;2067;4767;1282;37528;0;83;577;14157
2024-01-01 02:00:00+01:00;50992;343;1787;16;190;;1685;4918;1005;37320;0;87;578;13789
2024-01-01 03:00:00+01:00;48187;343;1778;15;190;;1989;4876;936;36954;0;87;577;12816
2024-01-01 04:00:00+01:00;46479;343;1765;15;191;;1967;4863;798;36906;0;88;576;8031
2024-01-01 05:00:00+01:00;46285;343;1779;15;191;;2687;4869;731;36344;0;93;570;7678
2024-01-01 06:00:00+01:00;46633;342;1766;15;190;;2764;4797;734;36148;0;91;567;7520
2024-01-01 07:00:00+01:00;46820;343;1769;15;190;;2416;4655;760;36740;0;93;556;7142
2024-01-01 08:00:00+01:00;46877;343;1881;15;190;;2378;4682;1058;36510;246;93;565;6942
2024-01-01 09:00:00+01:00;47690;344;1877;16;190;;2692;4811;750;35080;318;94;542;10361
2024-01-01 10:00:00+01:00;49158;343;1894;16;190;;2615;4859;766;35665;933;94;410;10525
2024-01-01 11:00:00+01:00;50275;343;1896;16;190;;2639;4828;848;36702;2454;96;465;9949
2024-01-01 12:00:00+01:00;50897;343;1894;16;191;;2189;4812;854;36729;4021;95;545;9505
2024-01-01 13:00:00+01:00;49197;343;1914;16;191;;2116;4755;850;37065;4883;93;558;9492
2024-01-01 14:00:00+01:00;48355;342;1898;16;191;;2051;4882;930;36874;4926;93;550;9209
2024-01-01 15:00:00+01:00;47879;342;1867;16;191;;712;5009;1169;37189;4188;92;551;8667
2024-01-01 16:00:00+01:00;47633;343;1870;16;191;36;;5224;1731;38429;2703;93;571;8035
2024-01-01 17:00:00+01:00;50761;343;1870;16;191;1176;;5346;2611;41068;971;95;574;8125
2024-01-01 18:00:00+01:00;53965;343;1884;16;190;2073;;5458;2559;43655;257;96;569;9316
2024-01-01 19:00:00+01:00;54973;343;1888;15;191;2597;;5719;2581;44280;0;96;570;11235
2024-01-01 20:00:00+01:00;53641;342;1884;16;191;2710;;5724;2314;44019;0;94;568;12970
2024-01-01 21:00:00+01:00;52244;342;1910;16;190;2222;;5452;2008;43293;0;98;568;14329
2024-01-01 22:00:00+01:00;53034;342;1900;16;190;811;;5243;1627;42694;0;97;566;15231
2024-01-01 23:00:00+01:00;53157;343;1885;15;190;892;;5217;1692;42717;0;93;565;15469
2024-01-02 00:00:00+01:00;50832;341;1916;15;190;;107;5169;1550;41802;0;89;568;15712
2024-01-02 01:00:00+01:00;49234;342;1999;15;190;;1559;4990;1671;41061;0;92;568;15931
2024-01-02 02:00:00+01:00;48397;343;1964;15;191;;2928;5008;1723;41321;0;91;568;16148
2024-01-02 03:00:00+01:00;46148;343;1977;15;190;;3023;4923;988;39933;0;94;568;16062
2024-01-02 04:00:00+01:00;45319;342;1986;16;190;;2958;4874;1032;37751;0;96;565;15999
2024-01-02 05:00:00+01:00;46963;343;1995;16;191;;2846;4820;938;37508;0;96;568;15937
2024-01-02 06:00:00+01:00;50314;343;2004;16;191;;2444;4791;1114;38121;0;96;568;15869
2024-01-02 07:00:00+01:00;53487;342;2012;15;191;;1802;4940;1576;42400;0;93;568;15714
2024-01-02 08:00:00+01:00;55847;342;2025;15;191;;801;5289;2027;44249;232;93;564;15713
2024-01-02 09:00:00+01:00;57652;341;2020;15;190;924;;5748;2333;44449;281;92;568;15712
2024-01-02 10:00:00+01:00;59159;342;2039;16;191;1840;;5916;2356;44788;611;91;568;15932
2024-01-02 11:00:00+01:00;60575;342;2010;15;191;1826;;5855;2294;45383;1346;89;568;16293
2024-01-02 12:00:00+01:00;61433;342;2000;16;191;2262;;5877;2260;45568;1971;91;568;16462
2024-01-02 13:00:00+01:00;60080;343;2022;16;191;2258;;5760;2226;45557;2175;91;560;16553
2024-01-02 14:00:00+01:00;59888;342;1993;16;191;1989;;5704;2677;45621;2242;90;562;16784
2024-01-02 15:00:00+01:00;58747;342;1983;16;191;1408;;5690;2615;45624;1832;89;563;16765
2024-01-02 16:00:00+01:00;57433;342;1970;16;191;730;;5690;2605;45663;1063;90;561;16673
2024-01-02 17:00:00+01:00;58778;343;2013;16;191;;27;5874;2143;46161;484;93;564;16576
2024-01-02 18:00:00+01:00;61040;342;2020;16;190;427;;5994;2283;46137;236;93;567;16276
2024-01-02 19:00:00+01:00;61209;342;2019;16;188;2106;;6234;2722;46189;0;92;568;16187
2024-01-02 20:00:00+01:00;58059;342;2034;15;188;3270;;6277;2778;46399;0;93;568;15963
2024-01-02 21:00:00+01:00;55019;343;2023;15;188;1458;;6181;2574;46327;0;92;568;16114
2024-01-02 22:00:00+01:00;54961;342;2032;15;190;;1117;5567;1746;45327;0;94;568;16290
2024-01-02 23:00:00+01:00;54616;342;2027;15;189;;2042;5413;1780;44678;0;96;567;16064
2024-01-03 00:00:00+01:00;52058;342;2016;15;190;;2425;5321;1598;43408;0;96;568;16124
2024-01-03 01:00:00+01:00;50384;342;2025;15;190;;2083;5270;1349;43383;0;97;568;16055
2024-01-03 02:00:00+01:00;49378;342;2023;15;190;;2153;5118;1249;42570;0;97;567;14970
2024-01-03 03:00:00+01:00;47164;341;2028;15;189;;1944;5040;1940;41998;0;98;568;9681
2024-01-03 04:00:00+01:00;46297;342;2037;15;190;;2636;5086;1215;41797;0;98;568;9585
2024-01-03 05:00:00+01:00;47997;342;2057;15;190;;2732;5120;1008;41358;0;98;568;9515
2024-01-03 06:00:00+01:00;52066;342;2062;16;190;;1642;5194;1118;41745;0;98;568;14618
2024-01-03 07:00:00+01:00;55581;341;2052;16;190;;1670;5222;1397;43626;0;96;568;15676
2024-01-03 08:00:00+01:00;58221;333;2066;16;191;;1585;5398;1954;45816;240;94;566;15852
2024-01-03 09:00:00+01:00;59455;331;2073;16;191;;839;5781;2469;46750;317;93;564;15974
2024-01-03 10:00:00+01:00;60022;331;2084;16;190;;242;5834;2363;46709;871;92;548;15710
2024-01-03 11:00:00+01:00;60811;331;2093;16;191;;198;5634;2416;46665;1994;90;564;15615
2024-01-03 12:00:00+01:00;60735;331;2090;16;191;;382;5600;2353;46746;2900;93;564;15795
2024-01-03 13:00:00+01:00;59067;315;2110;16;191;;209;5668;2097;46599;3510;89;565;16152
2024-01-03 14:00:00+01:00;58893;323;2116;16;191;;462;5596;1977;46475;3519;90;567;16208
2024-01-03 15:00:00+01:00;57683;325;2016;16;191;99;;5624;2602;46745;2984;90;565;16179
2024-01-03 16:00:00+01:00;56846;324;2046;16;191;673;;5910;2646;46836;1727;90;560;16269
2024-01-03 17:00:00+01:00;58996;325;2045;16;191;603;;6049;2650;46695;647;91;560;16697
2024-01-03 18:00:00+01:00;61693;323;2063;16;191;953;;6440;2908;46828;247;92;558;16713
2024-01-03 19:00:00+01:00;62084;320;2058;16;191;2068;;6618;3366;46955;0;91;560;16596
2024-01-03 20:00:00+01:00;58888;324;2058;16;190;2716;;6574;3211;46947;0;89;560;16444
2024-01-03 21:00:00+01:00;55723;323;2056;16;190;1945;;6433;3010;46973;0;90;560;16295
2024-01-03 22:00:00+01:00;55781;324;2061;16;190;933;;6179;2345;46659;0;90;560;16073
2024-01-03 23:00:00+01:00;55519;324;2062;15;190;624;;5988;2468;46237;0;91;560;15563
2024-01-04 00:00:00+01:00;53126;323;2076;15;190;;454;5809;2280;46103;0;93;559;14967
2024-01-04 01:00:00+01:00;51288;326;2104;15;190;;1550;5649;1683;45553;0;95;555;14589
2024-01-04 02:00:00+01:00;50469;322;2096;15;191;;2076;5606;1358;45503;0;95;539;13833
2024-01-04 03:00:00+01:00;48260;322;2104;15;190;;2144;5465;1603;44481;0;95;549;13421
2024-01-04 04:00:00+01:00;47341;321;2117;16;191;;2615;5311;1196;43877;0;95;530;12959
2024-01-04 05:00:00+01:00;49266;320;2124;16;191;;2317;5378;1220;44310;0;95;507;12289
2024-01-04 06:00:00+01:00;53286;326;2209;16;191;;1691;5597;1861;45320;0;94;505;11522
2024-01-04 07:00:00+01:00;57123;331;2502;16;191;;276;5844;2587;46180;0;91;438;10522
2024-01-04 08:00:00+01:00;60152;331;3158;16;190;1345;;6120;3173;46334;244;89;424;9878
2024-01-04 09:00:00+01:00;60875;332;3593;16;190;1974;;6105;3555;46373;369;88;484;9259
2024-01-04 10:00:00+01:00;61051;332;4095;15;187;2319;;6268;3631;46415;1437;90;455;8610
2024-01-04 11:00:00+01:00;61337;331;4355;15;187;1535;;6320;3416;46467;3397;83;432;7969
2024-01-04 12:00:00+01:00;60736;331;4565;15;187;872;;6327;3206;46492;5129;68;466;7710
2024-01-04 13:00:00+01:00;58823;331;4757;15;187;1696;;6254;3285;46516;5620;92;452;7799
2024-01-04 14:00:00+01:00;58079;331;4705;16;188;1481;;6254;3289;46551;5093;93;466;7882
2024-01-04 15:00:00+01:00;57162;331;4761;16;188;1577;;6187;3232;46533;3921;93;505;7863
2024-01-04 16:00:00+01:00;56459;331;4794;15;188;1773;;6351;3158;46514;2370;95;556;8345
2024-01-04 17:00:00+01:00;58760;331;4441;11;188;2435;;6595;3507;45945;873;96;558;9361
2024-01-04 18:00:00+01:00;61750;330;4784;11;188;3572;;6879;4329;45343;262;96;559;10588
2024-01-04 19:00:00+01:00;62120;330;4832;12;187;3764;;7013;4362;45396;0;96;560;11821
2024-01-04 20:00:00+01:00;58945;331;4836;15;187;3826;;6999;4313;45577;0;97;558;12269
2024-01-04 21:00:00+01:00;56198;331;4806;15;187;3049;;6719;3940;45848;0;97;559;12536
2024-01-04 22:00:00+01:00;56465;330;4391;15;188;1168;;6268;3213;46042;0;97;557;12447
2024-01-04 23:00:00+01:00;56200;335;4513;15;189;1110;;6107;3379;46521;0;97;543;11712
2024-01-05 00:00:00+01:00;53666;346;4632;15;189;1094;;6085;3437;46727;0;103;405;11381
2024-01-05 01:00:00+01:00;51800;351;3775;15;187;;465;5986;2819;46733;0;112;353;11271
2024-01-05 02:00:00+01:00;51003;348;3083;15;187;;1986;5788;2551;46854;0;109;326;10914
2024-01-05 03:00:00+01:00;48917;343;2731;15;187;;2367;5743;2368;47133;0;107;266;10452
2024-01-05 04:00:00+01:00;48163;342;2670;15;187;;2989;5671;2323;45766;0;107;284;10158
2024-01-05 05:00:00+01:00;50244;325;2806;15;187;;2922;5536;2177;45526;0;102;280;9850
2024-01-05 06:00:00+01:00;54104;321;2955;15;187;;2853;5759;2067;45895;0;101;279;9350
2024-01-05 07:00:00+01:00;57936;335;3160;15;187;;1737;5862;2658;47099;0;96;267;8601
2024-01-05 08:00:00+01:00;60997;342;3770;15;187;;624;6134;3376;47306;247;95;254;7897
2024-01-05 09:00:00+01:00;62376;343;4663;15;187;258;;6179;3401;47406;304;94;256;7253
2024-01-05 10:00:00+01:00;62854;342;5244;15;187;593;;6120;3190;47394;680;92;229;7030
2024-01-05 11:00:00+01:00;63285;343;5064;15;187;465;;6126;3051;47397;1583;90;179;6535
2024-01-05 12:00:00+01:00;62681;341;5168;15;187;451;;6193;2807;47406;2588;90;145;6155
2024-01-05 13:00:00+01:00;60656;342;5206;15;187;704;;6274;3053;47355;3283;92;157;6079
2024-01-05 14:00:00+01:00;60136;342;5169;15;187;659;;6287;2991;47309;3293;94;169;5906
2024-01-05 15:00:00+01:00;59026;342;5021;15;187;480;;6102;2928;47379;2645;88;184;5671
2024-01-05 16:00:00+01:00;58096;342;5003;15;187;1015;;6229;3230;47377;1628;88;201;5093
2024-01-05 17:00:00+01:00;60567;342;5090;15;187;1940;;6432;3314;47388;631;87;183;4357
2024-01-05 18:00:00+01:00;63464;343;5433;15;187;3085;;6875;3744;47431;254;87;243;4169
2024-01-05 19:00:00+01:00;63539;343;5504;15;187;3592;;6990;4025;47405;0;90;337;4456
2024-01-05 20:00:00+01:00;60647;343;5477;15;187;3684;;7002;3843;47415;0;94;291;4606
2024-01-05 21:00:00+01:00;58149;341;5456;15;187;1843;;6788;3508;47476;0;94;305;4678
2024-01-05 22:00:00+01:00;58513;338;5016;15;187;678;;6496;3015;47505;0;93;361;4830
2024-01-05 23:00:00+01:00;58566;344;5475;15;187;830;;6350;2413;47425;0;93;342;4966
2024-01-06 00:00:00+01:00;56316;344;5221;14;187;528;;6266;2637;47435;0;91;298;5059
2024-01-06 01:00:00+01:00;54622;343;3606;12;187;176;;5975;2596;47440;0;91;315;4718
2024-01-06 02:00:00+01:00;53585;343;2514;12;187;176;;5859;2378;47054;0;92;364;4466
2024-01-06 03:00:00+01:00;51213;343;2527;12;187;;174;5825;1950;46537;0;92;360;4511
2024-01-06 04:00:00+01:00;49670;343;2562;12;187;;495;5808;2064;45770;0;93;423;4545
2024-01-06 05:00:00+01:00;49984;343;2560;12;187;;810;5811;2009;45936;0;93;409;4594
2024-01-06 06:00:00+01:00;51495;343;2476;12;187;;1029;5816;1816;46400;0;91;372;4645
2024-01-06 07:00:00+01:00;53366;343;2443;12;187;;768;5913;1889;47186;0;87;335;4912
2024-01-06 08:00:00+01:00;55416;343;2651;12;187;;438;5915;1938;47264;236;88;386;5055
2024-01-06 09:00:00+01:00;57695;344;3390;12;187;;121;6076;2444;47294;332;91;397;5012
2024-01-06 10:00:00+01:00;59424;343;4448;12;187;349;;6228;2731;47363;1119;90;423;4934
2024-01-06 11:00:00+01:00;60193;342;4289;12;187;1034;;6319;3305;47436;2777;91;441;4881
2024-01-06 12:00:00+01:00;60746;342;4134;12;187;897;;6342;3027;47473;4122;90;475;4798
2024-01-06 13:00:00+01:00;58772;343;4093;12;187;977;;6406;3210;47640;4567;90;384;5190
2024-01-06 14:00:00+01:00;57933;341;3809;12;188;289;;6142;2683;47970;4344;89;350;5755
2024-01-06 15:00:00+01:00;57089;340;4359;12;188;;423;5998;2720;47941;3756;87;306;6316
2024-01-06 16:00:00+01:00;56276;340;4342;12;189;;793;5975;2475;47808;2383;87;363;6484
2024-01-06 17:00:00+01:00;58673;337;4295;12;189;148;;5998;2529;47580;904;88;409;6396
2024-01-06 18:00:00+01:00;61731;339;4403;11;188;1421;;6371;2974;47621;259;90;438;6552
2024-01-06 19:00:00+01:00;62440;341;4411;11;187;2386;;6624;3671;47632;0;89;428;7014
2024-01-06 20:00:00+01:00;60172;339;4434;11;187;2376;;6685;3516;47661;0;88;398;7342
2024-01-06 21:00:00+01:00;57888;341;4102;11;187;1843;;6518;3238;47700;0;86;419;7226
2024-01-06 22:00:00+01:00;58732;340;3272;11;187;836;;6307;2724;48037;0;84;359;7043
2024-01-06 23:00:00+01:00;59165;341;3030;11;187;692;;6103;2829;48090;0;88;336;6765
2024-01-07 00:00:00+01:00;57066;339;3174;12;187;544;;6008;2731;48021;0;92;307;6554
2024-01-07 01:00:00+01:00;55416;340;2715;14;187;58;;5913;2486;47736;0;89;334;6369
2024-01-07 02:00:00+01:00;54491;341;2444;15;187;;691;5665;2059;47564;0;89;299;6393
2024-01-07 03:00:00+01:00;52059;341;2467;15;187;;1097;5658;1890;47619;0;90;359;6481
2024-01-07 04:00:00+01:00;50455;341;2412;15;187;;1924;5536;1730;47726;0;93;368;6509
2024-01-07 05:00:00+01:00;50817;341;2566;15;187;;2438;5518;1508;47457;0;94;339;6477
2024-01-07 06:00:00+01:00;51905;341;2593;15;187;;2396;5527;1722;47470;0;92;336;6533
2024-01-07 07:00:00+01:00;53393;341;2582;15;187;;1938;5634;1844;47437;0;92;363;6381
2024-01-07 08:00:00+01:00;55145;341;2637;14;187;;2043;5703;1966;47560;246;91;431;6480
2024-01-07 09:00:00+01:00;57802;341;2704;15;187;;1050;5923;2309;48019;344;92;433;6349
2024-01-07 10:00:00+01:00;60530;341;2970;15;187;;773;6090;2574;48142;1135;92;375;6386
2024-01-07 11:00:00+01:00;62324;339;3039;15;187;255;;6046;2596;48386;2675;94;385;6318
2024-01-07 12:00:00+01:00;63705;331;2984;14;187;511;;5865;2252;49048;3699;94;377;6458
2024-01-07 13:00:00+01:00;61564;331;2872;15;188;1205;;5744;2465;49105;4083;93;400;7001
2024-01-07 14:00:00+01:00;60613;330;2794;15;190;226;;5646;2024;49049;3789;93;384;7459
2024-01-07 15:00:00+01:00;59790;330;2729;15;189;;376;5643;1610;48854;3010;93;336;7691
2024-01-07 16:00:00+01:00;59040;332;3391;14;191;459;;5703;2390;48322;1872;90;403;7771
2024-01-07 17:00:00+01:00;61440;339;3858;14;191;661;;5908;2375;48335;722;90;494;8069
2024-01-07 18:00:00+01:00;65506;341;4388;15;191;1006;;6253;2814;48578;265;91;498;8505
2024-01-07 19:00:00+01:00;66885;343;4419;15;190;1774;;6389;3271;49074;0;87;509;9278
2024-01-07 20:00:00+01:00;64693;343;4776;15;190;2254;;6360;3317;49155;0;75;508;9968
2024-01-07 21:00:00+01:00;62629;343;4861;15;190;1480;;6381;2994;49207;0;73;519;10349
2024-01-07 22:00:00+01:00;62893;343;4623;15;190;196;;6213;2477;49177;0;74;536;10766
2024-01-07 23:00:00+01:00;62801;343;4677;15;190;;116;5958;2202;48880;0;74;527;10562
2024-01-08 00:00:00+01:00;60632;343;4711;15;190;;230;5838;1853;48702;0;78;532;10629
2024-01-08 01:00:00+01:00;59142;342;4139;15;190;;595;5708;1941;48930;0;85;549;10274
2024-01-08 02:00:00+01:00;58780;338;3428;15;190;;1008;5440;1788;48942;0;86;554;10158
2024-01-08 03:00:00+01:00;57014;338;3521;15;190;;1456;5366;1560;48931;0;87;566;10171
2024-01-08 04:00:00+01:00;56557;336;3661;15;190;;1633;5306;1380;48173;0;88;562;10127
2024-01-08 05:00:00+01:00;59548;337;3736;15;190;;1967;5403;1358;48219;0;90;561;10164
2024-01-08 06:00:00+01:00;65468;341;3885;15;190;;1051;5574;1468;48825;0;91;557;10542
2024-01-08 07:00:00+01:00;71080;341;5604;15;190;;208;5771;1865;49245;0;89;552;10712
2024-01-08 08:00:00+01:00;74112;343;6989;15;190;454;;6105;2860;49300;248;91;522;10799
2024-01-08 09:00:00+01:00;75720;343;7405;15;189;2110;;6671;3850;49368;368;88;519;10267
2024-01-08 10:00:00+01:00;76521;343;7506;15;190;3474;;6901;4654;49256;1072;90;495;9625
2024-01-08 11:00:00+01:00;77504;342;7302;14;189;3451;;6872;4548;49183;2263;83;495;9017
2024-01-08 12:00:00+01:00;77224;342;6949;14;191;2423;;6422;3234;49173;3294;76;488;8856
2024-01-08 13:00:00+01:00;75642;343;7022;14;190;755;;6102;3331;49175;3919;76;459;8937
2024-01-08 14:00:00+01:00;75575;343;6873;14;190;646;;6047;3588;49180;3857;68;404;8779
2024-01-08 15:00:00+01:00;74755;343;7378;15;190;1206;;6278;3654;49177;3268;71;385;8071
2024-01-08 16:00:00+01:00;73624;344;7424;15;191;2876;;6545;4254;49181;2089;74;432;7403
2024-01-08 17:00:00+01:00;75796;344;7540;11;190;3127;;6683;4392;49185;820;75;490;6631
2024-01-08 18:00:00+01:00;79460;340;7556;11;190;3154;;6942;4416;49188;272;74;520;6352
2024-01-08 19:00:00+01:00;79937;337;7993;11;190;3689;;7162;4611;49193;0;73;472;6402
2024-01-08 20:00:00+01:00;76032;339;7967;14;190;3902;;7179;4791;49213;0;72;369;6291
2024-01-08 21:00:00+01:00;72579;343;7882;14;190;2321;;6958;4701;49227;0;68;353;6104
2024-01-08 22:00:00+01:00;72429;343;7226;14;190;806;;6685;3767;49234;0;70;297;6083
2024-01-08 23:00:00+01:00;71951;343;7444;14;190;1363;;6578;3736;49263;0;71;246;5559
2024-01-09 00:00:00+01:00;69500;342;7567;14;190;722;;6279;3293;49279;0;69;244;4842
2024-01-09 01:00:00+01:00;68501;342;7484;14;190;227;;6024;3178;49334;0;73;233;4284
2024-01-09 02:00:00+01:00;68037;344;7522;14;190;;463;5788;3047;49326;0;61;234;4091
2024-01-09 03:00:00+01:00;65870;344;7598;14;190;;906;5862;2841;49329;0;65;302;4201
2024-01-09 04:00:00+01:00;65145;344;7427;14;190;;1420;5831;2495;49507;0;74;269;4408
2024-01-09 05:00:00+01:00;67826;342;7288;127;190;;1717;5774;2493;49603;0;76;232;4554
2024-01-09 06:00:00+01:00;73084;341;7194;197;191;;1602;5943;3132;49767;0;76;227;4439
2024-01-09 07:00:00+01:00;78223;341;7630;262;190;364;;6350;3959;49858;0;75;210;4148
2024-01-09 08:00:00+01:00;80767;340;7575;345;190;2417;;6889;4769;49904;250;75;202;4169
2024-01-09 09:00:00+01:00;81582;340;7833;348;189;3966;;6966;4916;49941;381;73;174;4182
2024-01-09 10:00:00+01:00;81775;343;7850;349;189;3494;;6991;4722;49921;1323;73;165;4065
2024-01-09 11:00:00+01:00;82149;341;7800;349;190;1857;;6725;4382;49926;3243;76;175;3894
2024-01-09 12:00:00+01:00;81338;341;7689;349;190;1571;;6413;3424;49917;4768;76;167;4079
2024-01-09 13:00:00+01:00;79529;343;7675;465;190;1406;;6172;3345;49839;5404;76;175;4026
2024-01-09 14:00:00+01:00;78653;342;7712;563;190;547;;6032;3604;49395;5297;77;201;3925
2024-01-09 15:00:00+01:00;77163;343;7736;563;190;516;;6191;3656;49676;4556;79;225;3857
2024-01-09 16:00:00+01:00;76341;343;7580;367;189;874;;6359;4280;49892;3012;76;237;3864
2024-01-09 17:00:00+01:00;78498;341;7703;14;190;2333;;6660;4853;49903;1211;76;250;3370
2024-01-09 18:00:00+01:00;82077;343;7764;14;190;3477;;6880;4959;49904;333;76;268;3062
2024-01-09 19:00:00+01:00;82482;342;8029;14;472;4451;;7058;4904;49917;0;76;297;3107
2024-01-09 20:00:00+01:00;78945;339;8160;14;1052;3629;;7136;4510;50083;0;76;318;3121
2024-01-09 21:00:00+01:00;75306;339;8002;14;1057;2738;;6852;4147;50430;0;76;323;3044
2024-01-09 22:00:00+01:00;74965;343;7996;14;1056;1056;;6583;3446;50575;0;76;331;2672
2024-01-09 23:00:00+01:00;74208;341;8074;14;959;635;;6431;3582;50717;0;78;312;2339
2024-01-10 00:00:00+01:00;71665;343;8077;14;734;434;;6174;3237;50725;0;78;283;2192
2024-01-10 01:00:00+01:00;70544;343;8045;14;349;230;;5919;3137;50785;0;77;271;2102
2024-01-10 02:00:00+01:00;69886;341;7917;14;189;;203;5761;2913;50755;0;77;289;2170
2024-01-10 03:00:00+01:00;67618;342;7937;14;189;;400;5653;2637;50673;0;77;258;2174
2024-01-10 04:00:00+01:00;66634;342;7698;14;189;;655;5611;2292;50776;0;78;266;2186
2024-01-10 05:00:00+01:00;68895;337;7850;14;190;;836;5611;2316;50756;0;64;250;2261
2024-01-10 06:00:00+01:00;73655;342;8045;14;190;;376;5748;2796;50650;0;60;244;2390
2024-01-10 07:00:00+01:00;78398;343;8233;14;190;527;;6102;3884;50679;0;59;227;2492
2024-01-10 08:00:00+01:00;81460;343;8348;13;190;2605;;6650;4913;50790;300;60;227;2366
2024-01-10 09:00:00+01:00;82433;343;8352;12;189;4671;;6861;5212;50784;389;58;241;2303
2024-01-10 10:00:00+01:00;82420;336;8301;11;190;4459;;6838;5107;50769;844;60;231;2196
2024-01-10 11:00:00+01:00;82436;342;7952;250;190;2764;;6581;4565;50776;1039;70;195;2185
2024-01-10 12:00:00+01:00;82800;343;7769;384;190;2299;;6358;4095;50792;1039;76;175;2204
2024-01-10 13:00:00+01:00;80624;342;8205;8;190;2184;;6237;4222;50740;2836;61;244;1679
2024-01-10 14:00:00+01:00;79902;342;8196;8;190;1532;;6146;4005;50740;2784;60;269;1659
2024-01-10 15:00:00+01:00;78440;342;8226;7;189;1615;;6158;4227;50742;2205;61;325;1686
2024-01-10 16:00:00+01:00;77311;342;8224;7;190;3032;;6473;4611;50727;1327;60;337;1783
2024-01-10 17:00:00+01:00;79048;343;8236;7;190;3361;;6668;4861;50721;578;59;290;2038
2024-01-10 18:00:00+01:00;82582;341;8415;6;309;3922;;6815;4757;50711;291;58;292;2416
2024-01-10 19:00:00+01:00;82505;341;8358;6;848;3762;;7015;4969;50577;0;58;275;2842
2024-01-10 20:00:00+01:00;78339;341;8410;5;845;3519;;7068;4878;50633;0;60;245;3363
2024-01-10 21:00:00+01:00;74552;342;8242;5;852;2128;;6839;4568;50673;0;59;205;3766
2024-01-10 22:00:00+01:00;74231;343;8144;6;840;856;;6614;3683;50611;0;61;214;4077
2024-01-10 23:00:00+01:00;73547;341;8204;6;846;360;;6480;3568;50639;0;61;208;4214
2024-01-11 00:00:00+01:00;71308;339;8105;2;622;113;;6172;3383;50648;0;62;264;4389
2024-01-11 01:00:00+01:00;70114;343;7987;2;190;;27;6059;3672;50690;0;60;279;4288
2024-01-11 02:00:00+01:00;69627;342;8016;1;190;;88;6028;3914;50700;0;60;278;4439
2024-01-11 03:00:00+01:00;67617;342;8024;0;190;;573;5902;3503;50277;0;59;287;4815
2024-01-11 04:00:00+01:00;66669;345;7907;0;190;;1220;5647;3256;50493;0;61;382;5338
2024-01-11 05:00:00+01:00;68985;343;7923;158;190;;1288;5633;3210;49952;0;62;486;5294
2024-01-11 06:00:00+01:00;74093;342;7996;225;190;;777;5674;3396;49968;0;61;498;5265
2024-01-11 07:00:00+01:00;78917;342;8170;304;189;987;;6195;4002;49964;0;59;502;5155
2024-01-11 08:00:00+01:00;81054;341;8188;377;277;3365;;6802;4801;49962;281;58;453;5567
2024-01-11 09:00:00+01:00;81640;342;8225;563;661;3666;;6865;4913;49965;383;59;446;6135
2024-01-11 10:00:00+01:00;81183;339;8261;532;661;3552;;6847;4782;50028;1062;58;498;6088
2024-01-11 11:00:00+01:00;80882;338;8230;461;662;2249;;6791;4560;50058;2577;60;533;5280
2024-01-11 12:00:00+01:00;78897;335;8205;444;661;1291;;6682;3738;50069;4056;62;525;4503
2024-01-11 13:00:00+01:00;75928;333;8236;260;660;961;;6565;3279;50099;4910;68;476;4367
2024-01-11 14:00:00+01:00;74500;329;8268;3;644;518;;6421;2832;50086;5051;66;521;4721
2024-01-11 15:00:00+01:00;73001;333;7911;54;238;544;;6372;3083;50072;4294;63;536;5411
2024-01-11 16:00:00+01:00;72312;336;7743;187;190;993;;6242;4352;50032;2746;63;533;6453
2024-01-11 17:00:00+01:00;75311;337;7841;279;190;1592;;6275;4288;49958;1066;62;529;7504
2024-01-11 18:00:00+01:00;79400;336;8019;380;190;1958;;6639;4552;49982;319;64;541;8588
2024-01-11 19:00:00+01:00;79979;334;8163;463;190;2188;;7005;4508;49728;0;64;566;9395
2024-01-11 20:00:00+01:00;76711;331;8169;550;190;2718;;7048;4714;49206;0;63;578;9315
2024-01-11 21:00:00+01:00;73436;343;8025;546;190;2914;;6817;4828;49142;0;64;570;8511
2024-01-11 22:00:00+01:00;73598;345;8065;446;190;1783;;6657;4532;49226;0;64;514;7548
2024-01-11 23:00:00+01:00;73211;348;8114;356;190;1394;;6452;3888;49233;0;66;472;6694
2024-01-12 00:00:00+01:00;70877;348;8150;326;190;623;;6204;3448;49248;0;67;493;6271
2024-01-12 01:00:00+01:00;69624;348;7931;350;190;;428;6249;3455;49269;0;67;492;5873
2024-01-12 02:00:00+01:00;69038;349;7765;350;190;;1566;6203;3224;49278;0;68;532;5878
2024-01-12 03:00:00+01:00;66776;348;7502;350;190;;1799;6094;3205;49280;0;73;506;6115
2024-01-12 04:00:00+01:00;65786;349;7075;350;190;;2041;5883;3036;49302;0;78;510;6229
2024-01-12 05:00:00+01:00;68026;350;6941;347;190;;2012;5772;2790;48851;0;80;506;6316
2024-01-12 06:00:00+01:00;72886;354;7835;349;190;;1891;5810;2731;49115;0;79;522;5948
2024-01-12 07:00:00+01:00;77833;352;8007;478;190;;373;6137;3412;49195;0;79;513;5691
