Index;Load;Biomass;Fossil Gas;Fossil Hard coal;Fossil Oil;Hydro Pumped Storage Generation;Hydro Pumped Storage Consumption;Hydro Run-of-river and poundage;Hydro Water Reservoir;Nuclear;Solar;Waste;Wind Offshore;Wind Onshore
2024-03-22 01:00:00+01:00;44748;329;1761;0;153;1232;;6427;2907;39785;0;207;88;1637
2024-03-22 02:00:00+01:00;42536;331;1764;0;153;;338;6160;2649;39880;0;210;135;1603
2024-03-22 03:00:00+01:00;41375;330;1763;0;153;;1119;6087;2547;39761;0;211;162;1565
2024-03-22 04:00:00+01:00;39544;330;1765;0;154;;1837;6000;1941;38578;0;211;162;1778
2024-03-22 05:00:00+01:00;39271;331;1770;0;157;;2760;5993;1700;38673;0;211;162;2036
2024-03-22 06:00:00+01:00;41461;331;1773;0;155;;2313;6047;1911;38994;0;211;141;2120
2024-03-22 07:00:00+01:00;45818;330;1779;0;156;318;;6227;2444;39707;262;207;134;2103
2024-03-22 08:00:00+01:00;49662;331;1811;0;163;2704;;6659;3515;40083;1009;206;111;2089
2024-03-22 09:00:00+01:00;51191;332;2144;0;406;3370;;6701;3607;40299;3592;205;113;1970
2024-03-22 10:00:00+01:00;51013;332;1870;0;335;1927;;6433;2759;40368;6888;205;131;1689
2024-03-22 11:00:00+01:00;50277;329;1778;0;157;111;;6193;2322;40004;9692;200;224;1548
2024-03-22 12:00:00+01:00;50275;337;1767;0;157;;952;6183;2355;40114;11668;202;217;1577
2024-03-22 13:00:00+01:00;50907;345;1755;0;157;;930;6222;2737;39888;12515;201;187;1632
2024-03-22 14:00:00+01:00;49455;349;1751;0;157;;1198;5940;2145;39294;12745;201;214;1727
2024-03-22 15:00:00+01:00;47629;350;1745;0;157;;1855;5848;1953;39592;12067;201;238;1973
2024-03-22 16:00:00+01:00;45956;345;1746;0;157;;1942;5789;1725;38297;10277;205;317;2522
2024-03-22 17:00:00+01:00;44592;351;1747;0;157;;2035;5837;2079;38360;7404;207;224;3271
2024-03-22 18:00:00+01:00;44681;349;1746;0;157;;811;6299;2300;38339;3716;201;438;3630
2024-03-22 19:00:00+01:00;47472;338;1751;0;157;1075;;6596;2731;39983;881;204;504;3819
2024-03-22 20:00:00+01:00;50261;335;1765;0;157;2002;;6944;3524;40321;0;205;553;4580
2024-03-22 21:00:00+01:00;48392;335;1785;0;156;2929;;7012;3674;40217;0;203;630;5478
2024-03-22 22:00:00+01:00;45876;335;1774;0;153;2260;;6791;2934;40097;0;188;658;5854
2024-03-22 23:00:00+01:00;46711;337;1780;0;153;1940;;6572;2647;40034;0;201;794;6018
2024-03-23 00:00:00+01:00;46865;336;1787;0;153;1939;;6424;2479;40052;0;204;788;6109
2024-03-23 01:00:00+01:00;44229;333;1784;0;153;;64;6122;2106;37295;0;203;780;6544
2024-03-23 02:00:00+01:00;42303;330;1781;0;153;;1270;5926;1948;36089;0;202;747;7136
2024-03-23 03:00:00+01:00;40569;333;1779;0;154;;1779;5709;1831;34072;0;206;788;7473
2024-03-23 04:00:00+01:00;38235;331;1782;0;157;;1779;5615;1796;29655;0;208;801;7752
2024-03-23 05:00:00+01:00;37384;335;1786;0;157;;1778;5577;1745;28179;0;207;805;8198
2024-03-23 06:00:00+01:00;38213;334;1788;0;157;;1796;5662;1733;27639;0;208;784;8505
2024-03-23 07:00:00+01:00;39628;329;1779;0;157;;1626;5694;1709;28429;259;207;759;9062
2024-03-23 08:00:00+01:00;41244;333;1783;0;157;;961;5703;1994;29033;990;204;675;8907
2024-03-23 09:00:00+01:00;43827;333;1785;0;157;;1524;5617;2461;29619;3537;203;667;8740
2024-03-23 10:00:00+01:00;45326;334;1785;0;156;;1850;5598;1874;29048;6737;205;608;9475
2024-03-23 11:00:00+01:00;46004;334;1782;0;155;;2466;5537;1369;27829;9274;206;519;10816
2024-03-23 12:00:00+01:00;46664;337;1778;0;155;;2303;5233;1526;26096;9310;209;535;7336
2024-03-23 13:00:00+01:00;48484;336;1772;0;155;;2849;5071;1473;25917;9677;209;569;7433
2024-03-23 14:00:00+01:00;46628;335;1771;0;155;;2817;4832;1440;25527;9473;208;680;7707
2024-03-23 15:00:00+01:00;44477;336;1770;0;157;;2814;4699;1101;25093;8585;208;791;8041
2024-03-23 16:00:00+01:00;43212;338;1768;0;157;;2720;4785;1479;25674;7340;207;813;7897
2024-03-23 17:00:00+01:00;42651;338;1768;0;157;;2239;5164;2262;26423;6217;208;818;12075
2024-03-23 18:00:00+01:00;43777;337;1770;0;157;;1323;5343;1927;29744;3248;211;826;11966
2024-03-23 19:00:00+01:00;47215;339;1772;0;157;;355;5786;2344;34456;786;211;834;10847
2024-03-23 20:00:00+01:00;50516;339;1812;0;249;675;;6190;3087;37297;0;211;800;9456
2024-03-23 21:00:00+01:00;49089;339;1992;0;699;1085;;6174;3146;38044;0;213;807;8516
2024-03-23 22:00:00+01:00;47015;336;1938;0;706;303;;6001;2598;37820;0;214;823;8080
2024-03-23 23:00:00+01:00;48130;333;1940;0;708;;43;5967;2534;37851;0;215;809;7746
2024-03-24 00:00:00+01:00;48535;334;1842;0;290;;1056;5963;2261;37820;0;214;805;8076
2024-03-24 01:00:00+01:00;46512;334;1780;0;157;;1479;5681;1789;34816;0;213;790;8191
2024-03-24 02:00:00+01:00;44463;332;1780;0;157;;1690;5614;1781;31388;0;214;754;8351
2024-03-24 03:00:00+01:00;43030;333;1844;0;157;;1704;5560;1853;29267;0;213;640;8890
2024-03-24 04:00:00+01:00;41055;335;1876;0;157;;1769;5403;1708;27526;0;214;683;9216
2024-03-24 05:00:00+01:00;39973;334;1886;0;157;;1770;5293;1525;26660;0;214;668;9447
2024-03-24 06:00:00+01:00;40554;335;1889;0;157;;1780;5207;1546;26476;0;214;694;9700
2024-03-24 07:00:00+01:00;41251;333;1986;0;157;;1789;5127;1601;26464;250;213;731;9794
2024-03-24 08:00:00+01:00;42061;331;1961;0;157;;1730;5109;1528;26132;996;214;600;9715
2024-03-24 09:00:00+01:00;43999;334;1789;0;156;;2195;4967;1553;26273;3282;212;643;9620
2024-03-24 10:00:00+01:00;45362;333;1785;0;156;;2800;4881;1413;25603;5631;213;558;9889
2024-03-24 11:00:00+01:00;45847;334;1781;0;157;;2820;4943;1421;25115;7262;213;497;10455
2024-03-24 12:00:00+01:00;47040;336;1775;0;157;;2810;4976;1432;25151;8361;214;456;10813
2024-03-24 13:00:00+01:00;48726;342;1769;0;157;;2485;5013;1421;24946;8957;209;430;10872
2024-03-24 14:00:00+01:00;46370;342;1766;0;157;;2397;4970;1392;24526;9046;212;409;10707
2024-03-24 15:00:00+01:00;43691;338;1761;0;157;;2407;4808;1195;24613;8930;213;336;10263
2024-03-24 16:00:00+01:00;42297;338;1759;0;157;;2308;4711;1204;25396;7920;212;319;9501
2024-03-24 17:00:00+01:00;41636;334;1759;0;157;;1808;4838;1172;27373;6015;212;364;8570
2024-03-24 18:00:00+01:00;42795;337;1759;0;157;;1046;5256;1669;32304;3168;214;377;7032
2024-03-24 19:00:00+01:00;47172;336;1814;0;157;323;;5810;2935;38111;862;212;326;5431
2024-03-24 20:00:00+01:00;51520;329;1825;0;154;2752;;6379;3576;39861;0;211;306;4302
2024-03-24 21:00:00+01:00;50651;322;1831;0;153;2629;;6452;3603;40780;0;204;228;3737
2024-03-24 22:00:00+01:00;49040;321;1837;0;153;2268;;6307;3372;41107;0;208;170;3359
2024-03-24 23:00:00+01:00;50016;324;1842;0;153;2589;;6173;3498;41119;0;207;119;2882
2024-03-25 00:00:00+01:00;50532;337;1841;0;153;2976;;6057;3560;41324;0;208;66;2402
2024-03-25 01:00:00+01:00;48937;337;1793;0;153;2098;;5722;2863;41227;0;209;49;1946
2024-03-25 02:00:00+01:00;47583;337;1798;0;153;2176;;5597;2846;41571;0;207;29;1642
2024-03-25 03:00:00+01:00;46943;330;1796;0;153;2441;;5476;2635;41267;0;207;31;1503
2024-03-25 04:00:00+01:00;45328;332;1802;0;153;805;;5335;2341;41527;0;207;44;1594
2024-03-25 05:00:00+01:00;45388;331;1809;0;153;788;;5339;2155;41612;214;208;97;1988
2024-03-25 06:00:00+01:00;48495;331;1819;0;153;1428;;5559;2643;41740;215;202;252;2673
2024-03-25 07:00:00+01:00;53308;331;1895;0;157;1787;;5803;3053;41688;291;204;358;3455
2024-03-25 08:00:00+01:00;57144;331;1898;0;157;1984;;6185;3461;41635;1159;205;400;4207
2024-03-25 09:00:00+01:00;58219;333;1920;0;157;1162;;6167;3250;41570;3378;203;370;4151
2024-03-25 10:00:00+01:00;57475;338;1942;0;157;1436;;6006;2981;41553;5912;202;386;3609
2024-03-25 11:00:00+01:00;55775;340;1911;0;157;32;;5750;2765;41327;7768;198;353;4244
2024-03-25 12:00:00+01:00;54938;343;1916;0;157;;1997;5595;1947;40902;8761;200;317;4922
2024-03-25 13:00:00+01:00;55080;341;1903;0;157;;2254;5330;1713;40861;9084;193;308;5049
2024-03-25 14:00:00+01:00;53516;337;1884;0;157;;2251;5096;1655;40014;8482;194;294;5185
2024-03-25 15:00:00+01:00;51970;337;1892;0;157;;2285;5057;1590;39500;6967;193;232;6082
2024-03-25 16:00:00+01:00;50652;336;1887;0;157;;2189;5061;1374;39027;5137;194;247;6996
2024-03-25 17:00:00+01:00;49887;336;1892;0;157;;1332;5151;1548;38988;3279;196;246;7561
2024-03-25 18:00:00+01:00;50874;337;1902;0;157;;76;5462;1848;39898;1542;194;343;7507
2024-03-25 19:00:00+01:00;55229;340;1944;0;157;2077;;6152;2669;41139;472;194;488;6951
2024-03-25 20:00:00+01:00;58205;342;2093;0;341;3371;;6600;3547;41627;0;191;425;7021
2024-03-25 21:00:00+01:00;55268;338;2033;0;269;2464;;6546;2688;41448;0;189;343;7867
2024-03-25 22:00:00+01:00;51929;335;1910;0;157;987;;6116;1979;41352;0;190;213;8001
2024-03-25 23:00:00+01:00;51779;335;1895;0;157;580;;5988;2078;41398;0;189;295;7863
2024-03-26 00:00:00+01:00;51691;334;1903;0;156;915;;5985;2262;41291;0;191;242;7769
2024-03-26 01:00:00+01:00;49268;335;1885;0;157;;526;5530;2065;40880;0;193;188;7508
2024-03-26 02:00:00+01:00;47181;334;1900;0;154;;1692;5298;1987;40876;0;192;168;6954
2024-03-26 03:00:00+01:00;46135;334;1900;0;153;;2169;5060;1939;41137;0;191;175;6336
2024-03-26 04:00:00+01:00;44354;332;1898;0;153;;2623;4920;1636;40934;0;193;221;5851
2024-03-26 05:00:00+01:00;44238;336;1903;0;153;;2627;4832;1925;41091;215;191;138;5190
2024-03-26 06:00:00+01:00;46931;335;1898;0;153;;1001;5162;2614;41599;215;189;124;4368
2024-03-26 07:00:00+01:00;51596;336;1921;0;156;1554;;5567;3332;41516;257;180;62;3991
2024-03-26 08:00:00+01:00;55933;334;2014;0;485;2900;;5899;3741;41671;567;180;32;3860
2024-03-26 09:00:00+01:00;58031;335;2114;0;973;3083;;6063;3818;41701;1223;177;22;3645
2024-03-26 10:00:00+01:00;58586;334;2052;0;1365;2820;;6050;3342;41680;1931;178;19;3414
2024-03-26 11:00:00+01:00;58560;335;1902;0;1375;2122;;5996;3633;41637;2659;182;5;3133
2024-03-26 12:00:00+01:00;58475;334;1898;0;1374;1705;;5883;2810;41526;3260;181;0;3274
2024-03-26 13:00:00+01:00;58718;337;1916;0;1195;784;;5535;2706;41042;3762;182;0;3875
2024-03-26 14:00:00+01:00;57466;334;1961;0;1014;535;;5340;2695;41197;3946;187;1;4156
2024-03-26 15:00:00+01:00;56416;336;2070;0;1331;1598;;5151;3276;41283;3886;190;25;4566
2024-03-26 16:00:00+01:00;55338;334;2294;0;1327;1775;;5150;3313;41461;3318;190;44;4707
2024-03-26 17:00:00+01:00;54465;335;2614;0;1120;1816;;5328;3098;41556;2330;190;10;4774
2024-03-26 18:00:00+01:00;54895;341;3710;0;975;2085;;5592;2842;40970;1394;193;80;5243
2024-03-26 19:00:00+01:00;57652;340;3715;0;911;1837;;5999;2677;40441;622;195;202;6463
2024-03-26 20:00:00+01:00;60091;342;3580;0;541;2067;;6313;2812;40166;0;197;298;6846
2024-03-26 21:00:00+01:00;57257;337;3156;0;398;3145;;6499;3712;40613;0;198;366;7115
2024-03-26 22:00:00+01:00;54398;335;2441;0;157;1898;;6199;3422;41366;0;189;380;7276
2024-03-26 23:00:00+01:00;54584;334;2139;0;157;1954;;6116;3376;41860;0;188;146;7320
2024-03-27 00:00:00+01:00;54258;338;2026;0;157;2120;;6065;3311;41890;0;188;270;7447
2024-03-27 01:00:00+01:00;51675;337;2003;0;157;1264;;6014;3075;41781;0;185;294;6028
2024-03-27 02:00:00+01:00;49911;339;1981;0;154;1254;;5924;3264;41814;0;185;307;4661
2024-03-27 03:00:00+01:00;48841;334;1975;0;153;147;;5946;2975;41760;0;188;389;4270
2024-03-27 04:00:00+01:00;47110;334;1968;0;153;;316;5877;2594;41619;0;187;435;4671
2024-03-27 05:00:00+01:00;46976;333;1955;0;153;;713;5921;2766;41503;217;187;480;4889
2024-03-27 06:00:00+01:00;49741;335;1978;0;153;576;;6000;3267;41871;220;182;590;4691
2024-03-27 07:00:00+01:00;54019;336;2198;0;804;1315;;6227;3252;41432;266;182;717;4760
2024-03-27 08:00:00+01:00;58194;334;2271;0;1183;1783;;6450;3577;41729;885;185;722;5208
2024-03-27 09:00:00+01:00;60407;333;2294;0;1185;1933;;6387;3303;41685;2989;186;774;5232
2024-03-27 10:00:00+01:00;60808;334;2284;0;1187;1434;;6118;3029;41651;5407;188;731;5738
2024-03-27 11:00:00+01:00;60227;335;2357;0;1064;779;;5942;2226;41434;7192;181;563;6817
2024-03-27 12:00:00+01:00;59833;334;2280;0;291;;93;5795;2153;41430;7964;178;605;7885
2024-03-27 13:00:00+01:00;59569;326;2239;0;157;;268;5860;2155;41193;8196;182;602;9102
2024-03-27 14:00:00+01:00;57754;333;2224;0;157;;487;5813;1967;41347;8518;184;655;9421
2024-03-27 15:00:00+01:00;55632;335;2213;0;157;;714;5831;1683;39786;8139;182;710;9282
2024-03-27 16:00:00+01:00;53595;335;2239;0;157;;1126;5750;1431;39096;7116;184;758;9315
2024-03-27 17:00:00+01:00;52894;334;2103;0;157;;1218;5881;1567;39145;5806;184;749;8882
2024-03-27 18:00:00+01:00;53126;333;1964;0;157;;492;6078;2006;40225;2955;186;752;8542
2024-03-27 19:00:00+01:00;56942;334;1962;0;157;1201;;6568;3076;41220;816;188;792;9217
2024-03-27 20:00:00+01:00;60690;335;1928;0;157;2804;;6775;3510;41414;0;186;777;10309
2024-03-27 21:00:00+01:00;58269;334;1924;0;157;1802;;6690;3233;41341;0;188;844;11280
2024-03-27 22:00:00+01:00;54922;332;1910;0;157;239;;6440;2244;41230;0;190;865;12430
2024-03-27 23:00:00+01:00;55322;333;1913;0;157;306;;6326;2385;41231;0;191;871;12229
2024-03-28 00:00:00+01:00;55195;333;1906;0;157;692;;6179;2187;41356;0;192;866;11952
2024-03-28 01:00:00+01:00;52858;337;1901;0;157;327;;6139;2079;40567;0;193;869;12503
2024-03-28 02:00:00+01:00;50895;338;1907;0;157;;1199;5962;1789;39990;0;194;855;12748
2024-03-28 03:00:00+01:00;49836;338;1903;0;157;;2119;5869;1499;39019;0;193;884;13487
2024-03-28 04:00:00+01:00;47841;337;1896;0;153;;2655;5832;1299;37288;0;191;880;13912
2024-03-28 05:00:00+01:00;47339;339;1901;0;153;;2790;5822;1389;37018;216;191;887;13433
2024-03-28 06:00:00+01:00;49891;334;1903;0;153;;1963;5855;1559;38310;217;191;884;13316
2024-03-28 07:00:00+01:00;54286;330;1983;0;156;;586;5988;2317;39325;279;189;879;13137
2024-03-28 08:00:00+01:00;58373;331;2140;0;157;746;;6349;3093;39908;1017;190;884;13284
2024-03-28 09:00:00+01:00;59595;331;2185;0;157;1235;;6346;2713;39994;3271;188;897;13497
2024-03-28 10:00:00+01:00;59250;335;2194;0;156;;223;6070;1926;39007;6102;187;901;14519
2024-03-28 11:00:00+01:00;58213;331;2214;0;157;;1340;5827;1770;35767;8277;183;892;14998
2024-03-28 12:00:00+01:00;58248;333;2206;0;157;;1349;5749;1555;33289;9403;183;894;15503
2024-03-28 13:00:00+01:00;58286;336;2183;0;157;;1613;5816;1282;30616;10000;184;897;15610
2024-03-28 14:00:00+01:00;56037;337;2173;0;157;;1650;5726;1288;29655;10069;185;897;15663
2024-03-28 15:00:00+01:00;53987;338;2026;0;157;;1839;5667;1271;29528;9986;187;898;15724
2024-03-28 16:00:00+01:00;52653;340;1929;0;157;;1730;5816;1310;29633;8419;189;901;15942
2024-03-28 17:00:00+01:00;51539;335;1928;0;157;;834;5861;1419;31082;5829;187;902;15779
2024-03-28 18:00:00+01:00;51941;339;1946;0;157;;23;6001;1731;34839;2821;189;898;15029
2024-03-28 19:00:00+01:00;55807;336;2007;0;157;1000;;6227;2439;38282;751;188;900;14269
2024-03-28 20:00:00+01:00;59316;340;1937;0;157;2523;;6709;3290;40334;0;187;897;14097
2024-03-28 21:00:00+01:00;56847;340;1919;0;157;2264;;6648;2732;40442;0;187;892;13539
2024-03-28 22:00:00+01:00;53763;339;1913;0;157;1377;;6369;1942;39971;0;188;856;13176
2024-03-28 23:00:00+01:00;53567;338;1915;0;157;1666;;6299;2077;39994;0;187;814;12431
2024-03-29 00:00:00+01:00;53299;336;1895;0;157;440;;6237;1975;40016;0;187;849;11776
2024-03-29 01:00:00+01:00;50972;334;1924;0;157;;1077;6131;1567;38840;0;188;769;10616
2024-03-29 02:00:00+01:00;48809;332;1930;0;155;;2442;5841;1646;38737;0;189;654;9878
2024-03-29 03:00:00+01:00;47377;332;1920;0;153;;2272;5806;1304;38482;0;190;774;9082
2024-03-29 04:00:00+01:00;45281;333;1928;0;153;;2904;5739;1269;37406;0;190;838;9035
2024-03-29 05:00:00+01:00;44746;333;1928;0;153;;2487;5735;1410;37422;214;185;816;9041
2024-03-29 06:00:00+01:00;46643;333;1935;0;153;;1712;5856;1529;38435;215;183;787;9042
2024-03-29 07:00:00+01:00;49984;332;1928;0;155;;949;6108;1697;38991;263;191;828;8902
2024-03-29 08:00:00+01:00;53743;334;1910;0;156;;583;6248;1926;39938;676;190;812;8853
2024-03-29 09:00:00+01:00;55576;335;1893;0;157;;560;6249;2245;40192;1669;192;832;8698
2024-03-29 10:00:00+01:00;55554;334;1894;0;156;;952;6030;1767;38629;3052;195;861;8329
2024-03-29 11:00:00+01:00;54704;334;1893;0;157;;1629;5872;1526;36821;4303;199;863;8698
2024-03-29 12:00:00+01:00;54942;339;1891;0;157;;2011;5831;1368;35758;5185;193;806;9153
2024-03-29 13:00:00+01:00;55456;338;1885;0;156;;1849;5943;1459;35777;5185;196;832;9130
2024-03-29 14:00:00+01:00;54082;335;1878;0;156;;1852;5941;1440;35090;5143;197;755;8636
2024-03-29 15:00:00+01:00;52183;336;1875;0;154;;1874;5980;1490;34751;4770;195;607;8069
2024-03-29 16:00:00+01:00;50776;331;1885;0;156;;271;6146;2063;35826;4059;196;546;7579
2024-03-29 17:00:00+01:00;50046;337;1889;0;156;701;;6252;2590;37855;2971;196;412;6400
2024-03-29 18:00:00+01:00;51089;335;1891;0;155;1684;;6632;2772;40141;1579;200;323;5804
2024-03-29 19:00:00+01:00;53858;333;1898;0;153;3195;;6854;3101;40933;526;198;290;5372
2024-03-29 20:00:00+01:00;55816;334;1905;0;157;3390;;7148;3534;41474;0;198;263;5488
2024-03-29 21:00:00+01:00;54035;334;1872;0;157;3720;;7200;3736;41622;0;204;160;5704
2024-03-29 22:00:00+01:00;51556;335;1878;0;157;2944;;6916;3497;41615;0;206;199;5664
2024-03-29 23:00:00+01:00;52184;335;1877;0;157;3019;;6902;3336;41478;0;210;148;5102
2024-03-30 00:00:00+01:00;52148;334;1854;0;157;3076;;6938;3703;40247;0;211;154;4325
2024-03-30 01:00:00+01:00;49480;333;1835;0;157;1327;;6873;3679;39101;0;212;139;4054
2024-03-30 02:00:00+01:00;47236;333;1831;0;157;2095;;7015;3360;38281;0;211;113;3656
2024-03-30 03:00:00+01:00;45749;332;1840;0;157;1493;;6869;3387;37892;0;211;134;3413
2024-03-30 04:00:00+01:00;43532;331;1828;0;153;772;;6767;2901;37638;0;211;124;3291
2024-03-30 05:00:00+01:00;42441;330;1831;0;153;;326;6725;2663;37909;213;209;111;3219
2024-03-30 06:00:00+01:00;42933;331;1834;0;153;;256;6626;2756;37770;215;207;65;3103
2024-03-30 07:00:00+01:00;44155;331;1833;0;153;433;;6632;3053;37815;269;206;59;2940
2024-03-30 08:00:00+01:00;45749;333;1862;0;157;1110;;6591;3086;37879;739;205;48;2939
2024-03-30 09:00:00+01:00;48078;338;1851;0;157;1201;;6372;2885;37661;2293;207;104;2936
2024-03-30 10:00:00+01:00;50085;337;1859;0;157;489;;6279;2693;37612;4219;206;232;2844
2024-03-30 11:00:00+01:00;50541;334;1825;0;157;;481;6171;2494;37370;5833;207;331;2774
2024-03-30 12:00:00+01:00;50997;338;1814;0;157;;1629;6079;2021;36821;7499;204;435;3017
2024-03-30 13:00:00+01:00;52352;334;1811;0;157;;2085;5936;1860;37175;8237;207;412;2793
2024-03-30 14:00:00+01:00;50429;331;1816;0;154;;2293;6037;1846;36797;8350;210;384;2520
2024-03-30 15:00:00+01:00;47744;337;1818;0;153;;2742;5992;1772;36980;7528;208;324;2780
2024-03-30 16:00:00+01:00;45811;339;1812;0;157;;2321;6049;1985;36873;6459;208;406;3425
2024-03-30 17:00:00+01:00;44878;336;1816;0;157;;935;6490;1745;36971;5037;208;532;3714
2024-03-30 18:00:00+01:00;45483;333;1826;0;157;;425;6700;2486;37181;2904;210;649;3881
2024-03-30 19:00:00+01:00;48260;332;1928;0;232;2338;;6783;3286;37606;899;209;702;3776
2024-03-30 20:00:00+01:00;51133;333;2159;0;533;3230;;6893;3488;37569;0;207;760;4182
2024-03-30 21:00:00+01:00;49821;335;2173;0;426;3134;;6947;3233;37504;0;207;625;5364
2024-03-30 22:00:00+01:00;48030;333;1972;0;162;2323;;6827;3028;38019;0;209;613;6370
2024-03-30 23:00:00+01:00;49363;334;1858;0;157;2789;;6714;3099;37926;0;210;645;6725
2024-03-31 00:00:00+01:00;49769;341;1859;0;157;2988;;6697;3176;37847;0;206;652;6828
2024-03-31 01:00:00+01:00;47652;342;1852;0;157;1548;;6553;3268;37328;0;207;667;6985
2024-03-31 03:00:00+02:00;45478;333;1867;0;157;46;;6384;2676;36558;0;209;354;7245
2024-03-31 04:00:00+02:00;44526;333;1861;0;157;;185;6356;2446;35952;0;213;332;7345
2024-03-31 05:00:00+02:00;41461;333;1864;0;156;;587;6291;1987;35223;0;215;311;6701
2024-03-31 06:00:00+02:00;40863;332;1861;0;157;;842;6191;2082;35928;214;213;354;6327
2024-03-31 07:00:00+02:00;41280;335;1848;0;157;;829;6089;1983;36110;214;211;327;6082
2024-03-31 08:00:00+02:00;41608;338;1868;0;157;;530;6007;1755;35686;283;210;369;6290
2024-03-31 09:00:00+02:00;42892;335;1865;0;157;;887;5980;1785;36188;987;211;475;6402
2024-03-31 10:00:00+02:00;44979;335;1841;0;157;;1658;5886;1594;35331;2791;213;498;6091
2024-03-31 11:00:00+02:00;46661;334;1845;0;156;;1697;5803;1367;34295;4746;214;322;5705
2024-03-31 12:00:00+02:00;47639;335;1823;0;156;;2037;5655;1274;33428;6085;214;294;5856
2024-03-31 13:00:00+02:00;48631;336;1836;0;157;;2995;5515;1178;31086;6746;212;433;6917
2024-03-31 14:00:00+02:00;46118;337;1856;0;156;;3280;5437;1115;26464;6468;212;440;7993
2024-03-31 15:00:00+02:00;43027;338;1858;0;156;;3302;5462;1059;25221;5892;213;406;9009
2024-03-31 16:00:00+02:00;41756;339;1823;0;157;;3271;5656;1064;26230;5226;213;287;8622
2024-03-31 17:00:00+02:00;41017;334;1824;0;157;;2368;5567;1022;29366;4291;216;184;8314
2024-03-31 18:00:00+02:00;41471;333;1823;0;157;;2008;5628;1116;32917;2976;214;322;7484
2024-03-31 19:00:00+02:00;43800;337;1827;0;157;;1652;5817;1307;36349;1573;213;534;6452
2024-03-31 20:00:00+02:00;46612;336;1823;0;157;;661;6027;1931;38060;566;214;321;6137
2024-03-31 21:00:00+02:00;48370;334;1838;0;157;2543;;6273;2677;39396;0;213;295;5528
2024-03-31 22:00:00+02:00;47716;333;1867;0;157;2407;;6137;2593;40109;0;210;283;4806
2024-03-31 23:00:00+02:00;48682;352;1884;0;157;2617;;6135;2623;39668;0;201;401;4877
2024-04-01 00:00:00+02:00;48641;347;1298;0;157;3157;;6204;2681;39901;0;201;554;5004
2024-04-01 01:00:00+02:00;46620;347;1251;0;125;1523;;6062;2500;39973;0;203;533;4761
2024-04-01 02:00:00+02:00;43171;346;1835;0;125;120;;6104;1961;39609;0;203;414;4469
2024-04-01 03:00:00+02:00;41081;333;655;0;125;;702;6095;1901;39691;0;203;340;4496
2024-04-01 04:00:00+02:00;40106;334;640;0;124;;1678;6042;1631;38743;0;202;425;4551
2024-04-01 05:00:00+02:00;40979;334;646;0;125;;1853;5886;1161;37944;0;202;483;4805
2024-04-01 06:00:00+02:00;42285;346;665;0;125;;1550;5780;989;38238;215;202;571;5157
2024-04-01 07:00:00+02:00;43144;349;643;0;125;;1260;5841;1554;38487;222;200;518;5508
2024-04-01 08:00:00+02:00;44719;343;656;0;125;;1472;5825;1073;39197;315;194;430;5879
2024-04-01 09:00:00+02:00;46803;339;673;0;125;;1378;5744;1186;40063;1233;192;572;5833
2024-04-01 10:00:00+02:00;48287;347;660;0;125;;1914;5674;1159;40173;3798;200;735;5616
2024-04-01 11:00:00+02:00;49226;344;678;0;125;;2301;5504;799;39167;6938;199;746;5894
2024-04-01 12:00:00+02:00;50390;354;685;0;125;;2320;5433;697;36384;9115;192;670;7360
2024-04-01 13:00:00+02:00;48328;354;674;0;125;;2355;5454;699;35058;9908;192;768;8574
2024-04-01 14:00:00+02:00;46106;347;658;0;123;;3334;5388;786;30626;9600;188;716;9169
2024-04-01 15:00:00+02:00;44064;350;655;0;121;;1474;5631;1620;31751;8056;186;657;5132
2024-04-01 16:00:00+02:00;42654;350;671;0;123;;2530;5458;843;32662;7312;186;683;4653
2024-04-01 17:00:00+02:00;43211;350;664;0;125;;2973;5534;1138;32551;6242;187;721;4317
2024-04-01 18:00:00+02:00;45754;352;668;0;125;;2444;5560;1619;33785;5538;186;702;7937
2024-04-01 19:00:00+02:00;48982;352;652;0;125;;1854;5815;1322;37110;3189;186;641;8651
2024-04-01 20:00:00+02:00;50290;359;827;0;446;1191;;6258;2107;40102;1007;185;787;7913
2024-04-01 21:00:00+02:00;49377;356;1016;0;1028;1771;;6420;2308;41181;0;186;852;8336
2024-04-01 22:00:00+02:00;49953;354;1013;0;908;805;;6175;1832;41160;0;187;921;8916
2024-04-01 23:00:00+02:00;49831;351;998;0;167;234;;6099;1882;41351;0;188;974;9498
2024-04-02 00:00:00+02:00;47514;354;976;0;125;;1023;6041;1438;40470;0;179;970;10263
2024-04-02 01:00:00+02:00;45619;357;653;0;125;;2373;5914;1113;38729;0;174;973;10538
2024-04-02 02:00:00+02:00;44658;350;616;0;125;;3168;5711;973;34591;0;176;975;10734
2024-04-02 03:00:00+02:00;42796;344;598;0;125;;3149;5625;990;33288;0;174;975;11206
2024-04-02 04:00:00+02:00;42452;346;595;0;125;;3057;5688;985;32991;0;170;975;11485
2024-04-02 05:00:00+02:00;45407;343;589;0;125;;1516;5864;1152;35252;0;170;974;11440
2024-04-02 06:00:00+02:00;50679;352;594;0;125;710;;5976;1372;39795;218;169;942;11424
2024-04-02 07:00:00+02:00;55509;351;593;0;125;2778;;6206;2117;41200;349;166;958;11685
2024-04-02 08:00:00+02:00;57440;350;598;0;125;2548;;6170;1889;41693;1615;170;917;11675
